2,300267,尔康制药,7.16,9.98,8925.54,16.31,13987.81,25.55,-5062.27,-9.25,-5742.57,-10.49,-3182.98,-5.82,2019-04-15 15:00:00,0.65,
1,600459,贵研铂业,18.24,6.29,8247.53,8.50,9906.15,10.21,-1658.63,-1.71,-4321.71,-4.46,-3925.82,-4.05,2019-04-15 15:00:00,1.08,
1,600409,三友化工,7.80,-1.76,-470.48,-1.37,4527.37,13.16,-4997.86,-14.53,-758.71,-2.21,1229.20,3.57,2019-04-15 15:00:00,-0.14,
2,002897,意华股份,26.10,-1.25,-303.01,-2.58,-259.72,-2.21,-43.29,-0.37,-421.13,-3.59,724.14,6.18,2019-04-15 15:00:00,-0.33,
2,300036,超图软件,17.76,-1.17,-2376.44,-10.61,-1022.85,-4.57,-1353.60,-6.04,574.52,2.56,1801.92,8.04,2019-04-15 15:00:00,-0.21,
2,002254,泰和新材,12.29,-2.31,-327.34,-2.49,854.89,6.51,-1182.23,-9.01,-223.95,-1.71,551.29,4.20,2019-04-15 15:00:00,-0.29,
1,600848,上海临港,36.05,5.90,10216.44,10.50,9659.03,9.93,557.41,0.57,-6039.04,-6.21,-4177.40,-4.29,2019-04-15 15:00:00,2.01,
1,601901,方正证券,7.67,-2.29,-5194.62,-14.32,-2782.00,-7.67,-2412.62,-6.65,1805.20,4.98,3389.42,9.34,2019-04-15 15:00:00,-0.18,
2,002002,鸿达兴业,6.46,-3.29,-15728.05,-12.88,-16075.48,-13.17,347.43,0.28,8047.33,6.59,7680.72,6.29,2019-04-15 15:00:00,-0.22,
1,603956,威派格,28.07,3.27,-101.78,-0.25,247.28,0.61,-349.06,-0.87,-857.71,-2.13,959.49,2.39,2019-04-15 15:00:00,0.89,
2,300274,阳光电源,11.99,-1.48,-1483.81,-4.64,-1704.67,-5.33,220.86,0.69,2596.48,8.12,-1112.67,-3.48,2019-04-15 15:00:00,-0.18,
1,600393,粤泰股份,3.40,10.03,7316.06,16.62,7430.61,16.88,-114.55,-0.26,-3318.96,-7.54,-3997.10,-9.08,2019-04-15 15:00:00,0.31,
2,300174,元力股份,27.27,-1.91,-928.25,-6.70,-221.15,-1.60,-707.11,-5.11,262.05,1.89,666.20,4.81,2019-04-15 15:00:00,-0.53,
2,002951,金时科技,30.77,0.07,-78.42,-0.38,333.70,1.62,-412.12,-2.00,-511.13,-2.48,589.55,2.86,2019-04-15 15:00:00,0.02,
2,000637,茂化实华,5.21,-2.62,-1058.83,-11.64,-107.28,-1.18,-951.55,-10.46,33.74,0.37,1025.09,11.27,2019-04-15 15:00:00,-0.14,
2,300250,初灵信息,19.66,4.46,742.68,2.17,85.09,0.25,657.59,1.92,-56.00,-0.16,-686.68,-2.01,2019-04-15 15:00:00,0.84,
1,601018,宁波港,5.16,2.99,8176.22,12.94,4615.98,7.31,3560.24,5.64,-3431.84,-5.43,-4744.39,-7.51,2019-04-15 15:00:00,0.15,
2,000990,诚志股份,28.28,-3.25,-6376.46,-7.69,-1741.82,-2.10,-4634.64,-5.59,1424.99,1.72,4951.47,5.97,2019-04-15 15:00:00,-0.95,
1,601107,四川成渝,4.62,-0.65,-261.65,-1.78,491.91,3.34,-753.56,-5.12,-236.02,-1.60,497.67,3.38,2019-04-15 15:00:00,-0.03,
2,002167,东方锆业,8.66,3.84,-5106.16,-5.26,-846.55,-0.87,-4259.61,-4.39,-532.59,-0.55,5638.74,5.81,2019-04-15 15:00:00,0.32,
2,002328,新朋股份,8.54,-4.04,-3448.43,-21.08,-775.36,-4.74,-2673.07,-16.34,1598.41,9.77,1850.02,11.31,2019-04-15 15:00:00,-0.36,
1,600649,城投控股,8.09,-0.98,85.87,0.75,-33.75,-0.29,119.62,1.05,135.14,1.18,-221.01,-1.93,2019-04-15 15:00:00,-0.08,
2,000623,吉林敖东,18.45,0.99,-661.00,-2.27,-315.10,-1.08,-345.90,-1.19,636.23,2.19,24.77,0.09,2019-04-15 15:00:00,0.18,
1,600131,岷江水电,20.31,-7.05,-4922.10,-8.39,-1609.09,-2.74,-3313.01,-5.64,-106.61,-0.18,5028.71,8.57,2019-04-15 15:00:00,-1.54,
2,000599,青岛双星,5.56,-3.30,-1075.09,-8.34,-879.43,-6.83,-195.65,-1.52,-404.39,-3.14,1479.47,11.48,2019-04-15 15:00:00,-0.19,
1,600705,中航资本,6.55,-3.96,-10822.32,-9.84,-9218.68,-8.38,-1603.64,-1.46,2219.44,2.02,8602.88,7.82,2019-04-15 15:00:00,-0.27,
1,603986,兆易创新,99.34,-2.61,-4813.21,-12.01,-2849.21,-7.11,-1964.01,-4.90,1146.00,2.86,3667.21,9.15,2019-04-15 15:00:00,-2.66,
2,000977,浪潮信息,25.80,4.75,32575.55,9.89,46030.92,13.97,-13455.36,-4.08,-20667.80,-6.27,-11907.76,-3.62,2019-04-15 15:00:00,1.17,
2,002629,仁智股份,6.25,-5.73,-546.33,-0.83,5684.79,8.62,-6231.12,-9.45,-3121.58,-4.73,3667.91,5.56,2019-04-15 15:00:00,-0.38,
2,000838,财信发展,5.08,9.96,7538.25,22.17,7149.94,21.02,388.31,1.14,-3559.44,-10.47,-3978.81,-11.70,2019-04-15 15:00:00,0.46,
2,000955,欣龙控股,5.82,-2.68,-2192.82,-13.07,-742.34,-4.43,-1450.48,-8.65,-195.71,-1.17,2388.53,14.24,2019-04-15 15:00:00,-0.16,
2,002019,亿帆医药,15.77,0.57,2455.13,6.51,-968.25,-2.57,3423.38,9.07,915.27,2.43,-3370.40,-8.93,2019-04-15 15:00:00,0.09,
1,600555,海航创新,3.48,-3.33,-4236.74,-21.57,-1670.92,-8.51,-2565.82,-13.06,232.14,1.18,4004.60,20.39,2019-04-15 15:00:00,-0.12,
2,002892,科力尔,52.34,0.65,-28.92,-0.37,495.21,6.38,-524.14,-6.75,-2.00,-0.03,30.93,0.40,2019-04-15 15:00:00,0.34,
2,002703,浙江世宝,6.48,-2.70,-979.25,-6.27,-86.53,-0.55,-892.71,-5.71,-391.44,-2.51,1370.69,8.77,2019-04-15 15:00:00,-0.18,
1,601298,青岛港,10.75,-0.46,-621.21,-0.86,1622.66,2.24,-2243.86,-3.10,-1403.47,-1.94,2024.67,2.79,2019-04-15 15:00:00,-0.05,
1,600390,五矿资本,10.75,-3.07,-4768.33,-10.40,-635.82,-1.39,-4132.51,-9.02,-238.33,-0.52,5006.66,10.92,2019-04-15 15:00:00,-0.34,
2,002748,世龙实业,11.73,-9.98,-2170.24,-8.78,-452.86,-1.83,-1717.38,-6.94,-994.80,-4.02,3165.04,12.80,2019-04-15 15:00:00,-1.30,
1,601169,北京银行,6.30,-0.47,2023.46,3.34,-1121.25,-1.85,3144.71,5.19,-132.77,-0.22,-1890.69,-3.12,2019-04-15 15:00:00,-0.03,
2,300743,天地数码,59.37,10.01,3495.42,14.25,4974.59,20.28,-1479.17,-6.03,-2592.94,-10.57,-902.47,-3.68,2019-04-15 15:00:00,5.40,
2,002869,金溢科技,31.88,6.80,3865.58,17.33,2091.59,9.38,1773.99,7.95,-2078.77,-9.32,-1786.82,-8.01,2019-04-15 15:00:00,2.03,
1,600107,美尔雅,8.58,-4.45,-1252.11,-8.80,-207.48,-1.46,-1044.63,-7.34,417.49,2.93,834.63,5.86,2019-04-15 15:00:00,-0.40,
2,002958,青农商行,9.50,-2.16,-11487.95,-10.41,-4855.60,-4.40,-6632.34,-6.01,1912.69,1.73,9575.26,8.68,2019-04-15 15:00:00,-0.21,
1,603363,傲农生物,19.83,-3.27,-682.77,-2.19,-265.37,-0.85,-417.40,-1.34,-141.76,-0.45,824.53,2.64,2019-04-15 15:00:00,-0.67,
2,002640,跨境通,13.61,9.23,19987.80,12.72,14782.20,9.40,5205.60,3.31,-8538.73,-5.43,-11449.07,-7.28,2019-04-15 15:00:00,1.15,
2,002496,辉丰股份,4.00,-9.91,-10555.81,-13.50,-5178.70,-6.62,-5377.10,-6.88,278.31,0.36,10277.50,13.14,2019-04-15 15:00:00,-0.44,
